midashi1	midashi2	midashi3	midashi4	content	資料B_本文	誤差	資料B_項番	index	delete	emb	meta	資料B_本文_emb
第２章 機器・材料	第１節 一般事項	２－１－５ 新技術・新素材の採用	""	"受注者は，設備の操作性，信頼性等を向上する目的で使用する新技術・新素材について，現在及び将
来の技術動向を見極めた上で，信頼性，耐久性等の検討を行いそれらが設計図書で規定する機能を満足
する場合は，監督員の承諾を得て採用することができる。
"	"(1) 使用する機材は、設計図書に定める品質及び性能を有する新品とする。ただし、仮設に使用
する機材は、新品に限らない。
なお、「新品」とは、品質及び性能が製造所から出荷された状態であるものを指し、製造者に
よる使用期限等の定めがある場合を除き、製造後一定期間内であることを条件とするものでは
ない。
(2) 使用する機材が、設計図書に定める品質及び性能を有することの証明となる資料（試験成績
書等）を、監督職員に提出する。ただし、設計図書においてJISによると指定された機材でJIS
マーク表示のある機材を使用する場合及びあらかじめ監督職員の承諾を受けた場合は、資料の
提出を省略することができる。
(3) 工事現場でのコンクリートに使用するせき板の材料として合板を使用する場合は、グリーン
購入法の基本方針の判断の基準に従い、「木材・木材製品の合法性、持続可能性の証明のための
ガイドライン」（平成 18 年 2 月 15 日 林野庁）に準拠した内容の板面表示等により合法性を
確認し、監督職員に報告する。
(4) 調合を要する材料は、調合表等を監督職員に提出する。
(5) 機材の色等については、監督職員の指示を受ける。
"	0.741684	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.2 機材の品質等	90.0	""	" 機器・材料 一般事項 新技術・新素材の採用::
受注者は，設備の操作性，信頼性等を向上する目的で使用する新技術・新素材について，現在及び将
来の技術動向を見極めた上で，信頼性，耐久性等の検討を行いそれらが設計図書で規定する機能を満足
する場合は，監督員の承諾を得て採用することができる。
"	第２章 機器・材料 第１節 一般事項 ２－１－５ 新技術・新素材の採用 	" 一般共通事項 一般事項 機器及び材料 機材の品質等::
(1) 使用する機材は、設計図書に定める品質及び性能を有する新品とする。ただし、仮設に使用
する機材は、新品に限らない。
なお、「新品」とは、品質及び性能が製造所から出荷された状態であるものを指し、製造者に
よる使用期限等の定めがある場合を除き、製造後一定期間内であることを条件とするものでは
ない。
(2) 使用する機材が、設計図書に定める品質及び性能を有することの証明となる資料（試験成績
書等）を、監督職員に提出する。ただし、設計図書においてJISによると指定された機材でJIS
マーク表示のある機材を使用する場合及びあらかじめ監督職員の承諾を受けた場合は、資料の
提出を省略することができる。
(3) 工事現場でのコンクリートに使用するせき板の材料として合板を使用する場合は、グリーン
購入法の基本方針の判断の基準に従い、「木材・木材製品の合法性、持続可能性の証明のための
ガイドライン」（平成 18 年 2 月 15 日 林野庁）に準拠した内容の板面表示等により合法性を
確認し、監督職員に報告する。
(4) 調合を要する材料は、調合表等を監督職員に提出する。
(5) 機材の色等については、監督職員の指示を受ける。
"
""	""	""	""	""	"(6) 設計図書に定める規格等が改正された場合は、1.1.8「疑義に対する協議等」による。
"	0.820059	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.2 機材の品質等	90.0	""	" 機器・材料 一般事項 新技術・新素材の採用::
受注者は，設備の操作性，信頼性等を向上する目的で使用する新技術・新素材について，現在及び将
来の技術動向を見極めた上で，信頼性，耐久性等の検討を行いそれらが設計図書で規定する機能を満足
する場合は，監督員の承諾を得て採用することができる。
"	第２章 機器・材料 第１節 一般事項 ２－１－５ 新技術・新素材の採用 	" 一般共通事項 一般事項 機器及び材料 機材の品質等::
(6) 設計図書に定める規格等が改正された場合は、1.1.8「疑義に対する協議等」による。
"
""	""	""	""	""	""	0.87739	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 	90.0	""	" 機器・材料 一般事項 新技術・新素材の採用::
受注者は，設備の操作性，信頼性等を向上する目的で使用する新技術・新素材について，現在及び将
来の技術動向を見極めた上で，信頼性，耐久性等の検討を行いそれらが設計図書で規定する機能を満足
する場合は，監督員の承諾を得て採用することができる。
"	第２章 機器・材料 第１節 一般事項 ２－１－５ 新技術・新素材の採用 	" 一般共通事項 一般事項 機器及び材料::
"
第２章 機器・材料	第１節 一般事項	２－１－６ 中等の品質	""	"契約書第13条第1項に規定する｢中等の品質｣とは，JISに適合したものまたはこれと同等以上の品質
を有するもの，若しくは監督員がこれと同等以上の品質を有すると認めたものをいう。
"	"(1) 使用する機材は、設計図書に定める品質及び性能を有する新品とする。ただし、仮設に使用
する機材は、新品に限らない。
なお、「新品」とは、品質及び性能が製造所から出荷された状態であるものを指し、製造者に
よる使用期限等の定めがある場合を除き、製造後一定期間内であることを条件とするものでは
ない。
(2) 使用する機材が、設計図書に定める品質及び性能を有することの証明となる資料（試験成績
書等）を、監督職員に提出する。ただし、設計図書においてJISによると指定された機材でJIS
マーク表示のある機材を使用する場合及びあらかじめ監督職員の承諾を受けた場合は、資料の
提出を省略することができる。
(3) 工事現場でのコンクリートに使用するせき板の材料として合板を使用する場合は、グリーン
購入法の基本方針の判断の基準に従い、「木材・木材製品の合法性、持続可能性の証明のための
ガイドライン」（平成 18 年 2 月 15 日 林野庁）に準拠した内容の板面表示等により合法性を
確認し、監督職員に報告する。
(4) 調合を要する材料は、調合表等を監督職員に提出する。
(5) 機材の色等については、監督職員の指示を受ける。
"	0.690257	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.2 機材の品質等	91.0	""	" 機器・材料 一般事項 中等の品質::
契約書第13条第1項に規定する｢中等の品質｣とは，JISに適合したものまたはこれと同等以上の品質
を有するもの，若しくは監督員がこれと同等以上の品質を有すると認めたものをいう。
"	第２章 機器・材料 第１節 一般事項 ２－１－６ 中等の品質 	" 一般共通事項 一般事項 機器及び材料 機材の品質等::
(1) 使用する機材は、設計図書に定める品質及び性能を有する新品とする。ただし、仮設に使用
する機材は、新品に限らない。
なお、「新品」とは、品質及び性能が製造所から出荷された状態であるものを指し、製造者に
よる使用期限等の定めがある場合を除き、製造後一定期間内であることを条件とするものでは
ない。
(2) 使用する機材が、設計図書に定める品質及び性能を有することの証明となる資料（試験成績
書等）を、監督職員に提出する。ただし、設計図書においてJISによると指定された機材でJIS
マーク表示のある機材を使用する場合及びあらかじめ監督職員の承諾を受けた場合は、資料の
提出を省略することができる。
(3) 工事現場でのコンクリートに使用するせき板の材料として合板を使用する場合は、グリーン
購入法の基本方針の判断の基準に従い、「木材・木材製品の合法性、持続可能性の証明のための
ガイドライン」（平成 18 年 2 月 15 日 林野庁）に準拠した内容の板面表示等により合法性を
確認し、監督職員に報告する。
(4) 調合を要する材料は、調合表等を監督職員に提出する。
(5) 機材の色等については、監督職員の指示を受ける。
"
""	""	""	""	""	"(ｹ) 「監督職員に提出」とは、受注者等が監督職員に対し、工事に関わる書面又はその他の資
料を説明し、差し出すことをいう。
(ｺ) 「品質計画」とは、設計図書で要求された品質を満たすために、受注者等が、工事におけ
る工法等の精度等の目標、品質管理及び体制について具体的に示すことをいう。
(ｻ) 「品質管理」とは、品質計画における目標を施工段階で実現するために行う管理の項目、
方法等をいう。
(ｼ) 「特記」とは、1.1.1「適用」(2)(ｱ)から(ｴ)までに指定された事項をいう。
(ｽ) 「書面」とは、発行年月日及び氏名が記載された文書をいう。
(ｾ) 「工事関係図書」とは、実施工程表、施工計画書、施工図等、工事写真その他これらに類
する施工、試験等の報告及び記録に関する図書をいう。
(ｿ) 「施工図等」とは、施工図、製作図その他これらに類するもので、契約書に基づく工事の
施工のための詳細図等をいう。
(ﾀ) 「JIS」とは、産業標準化法（昭和24年法律第185号）に基づく日本産業規格をいう。
(ﾁ) 「一工程の施工」とは、施工の工程において、同一の材料を用い、同一の施工方法により
作業が行われる場合で、監督職員の承諾を受けたものをいう。
"	0.760363	第1編 一般共通事項 第1章 一般事項 第1節 総則 1.1.2 用語の定義	91.0	""	" 機器・材料 一般事項 中等の品質::
契約書第13条第1項に規定する｢中等の品質｣とは，JISに適合したものまたはこれと同等以上の品質
を有するもの，若しくは監督員がこれと同等以上の品質を有すると認めたものをいう。
"	第２章 機器・材料 第１節 一般事項 ２－１－６ 中等の品質 	" 一般共通事項 一般事項 総則 用語の定義::
(ｹ) 「監督職員に提出」とは、受注者等が監督職員に対し、工事に関わる書面又はその他の資
料を説明し、差し出すことをいう。
(ｺ) 「品質計画」とは、設計図書で要求された品質を満たすために、受注者等が、工事におけ
る工法等の精度等の目標、品質管理及び体制について具体的に示すことをいう。
(ｻ) 「品質管理」とは、品質計画における目標を施工段階で実現するために行う管理の項目、
方法等をいう。
(ｼ) 「特記」とは、1.1.1「適用」(2)(ｱ)から(ｴ)までに指定された事項をいう。
(ｽ) 「書面」とは、発行年月日及び氏名が記載された文書をいう。
(ｾ) 「工事関係図書」とは、実施工程表、施工計画書、施工図等、工事写真その他これらに類
する施工、試験等の報告及び記録に関する図書をいう。
(ｿ) 「施工図等」とは、施工図、製作図その他これらに類するもので、契約書に基づく工事の
施工のための詳細図等をいう。
(ﾀ) 「JIS」とは、産業標準化法（昭和24年法律第185号）に基づく日本産業規格をいう。
(ﾁ) 「一工程の施工」とは、施工の工程において、同一の材料を用い、同一の施工方法により
作業が行われる場合で、監督職員の承諾を受けたものをいう。
"
""	""	""	""	""	"(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	0.794108	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.5 機材の検査に伴う試験	91.0	""	" 機器・材料 一般事項 中等の品質::
契約書第13条第1項に規定する｢中等の品質｣とは，JISに適合したものまたはこれと同等以上の品質
を有するもの，若しくは監督員がこれと同等以上の品質を有すると認めたものをいう。
"	第２章 機器・材料 第１節 一般事項 ２－１－６ 中等の品質 	" 一般共通事項 一般事項 機器及び材料 機材の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"
第２章 機器・材料	第１節 一般事項	２－１－７ 試験を行う工事材料	""	"受注者は設計図書において試験を行うこととしている機器等について，JIS，JEC，JEM，または設計
図書で指示する方法により，試験を実施し，その結果を監督員に提出しなければならない。なお，JIS
マーク表示品については試験を省略できる。
"	"(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	0.344068	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.5 機材の検査に伴う試験	92.0	""	" 機器・材料 一般事項 試験を行う工事材料::
受注者は設計図書において試験を行うこととしている機器等について，JIS，JEC，JEM，または設計
図書で指示する方法により，試験を実施し，その結果を監督員に提出しなければならない。なお，JIS
マーク表示品については試験を省略できる。
"	第２章 機器・材料 第１節 一般事項 ２－１－７ 試験を行う工事材料 	" 一般共通事項 一般事項 機器及び材料 機材の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"
""	""	""	""	""	"(1) 使用する機材は、設計図書に定める品質及び性能を有する新品とする。ただし、仮設に使用
する機材は、新品に限らない。
なお、「新品」とは、品質及び性能が製造所から出荷された状態であるものを指し、製造者に
よる使用期限等の定めがある場合を除き、製造後一定期間内であることを条件とするものでは
ない。
(2) 使用する機材が、設計図書に定める品質及び性能を有することの証明となる資料（試験成績
書等）を、監督職員に提出する。ただし、設計図書においてJISによると指定された機材でJIS
マーク表示のある機材を使用する場合及びあらかじめ監督職員の承諾を受けた場合は、資料の
提出を省略することができる。
(3) 工事現場でのコンクリートに使用するせき板の材料として合板を使用する場合は、グリーン
購入法の基本方針の判断の基準に従い、「木材・木材製品の合法性、持続可能性の証明のための
ガイドライン」（平成 18 年 2 月 15 日 林野庁）に準拠した内容の板面表示等により合法性を
確認し、監督職員に報告する。
(4) 調合を要する材料は、調合表等を監督職員に提出する。
(5) 機材の色等については、監督職員の指示を受ける。
"	0.612832	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.2 機材の品質等	92.0	""	" 機器・材料 一般事項 試験を行う工事材料::
受注者は設計図書において試験を行うこととしている機器等について，JIS，JEC，JEM，または設計
図書で指示する方法により，試験を実施し，その結果を監督員に提出しなければならない。なお，JIS
マーク表示品については試験を省略できる。
"	第２章 機器・材料 第１節 一般事項 ２－１－７ 試験を行う工事材料 	" 一般共通事項 一般事項 機器及び材料 機材の品質等::
(1) 使用する機材は、設計図書に定める品質及び性能を有する新品とする。ただし、仮設に使用
する機材は、新品に限らない。
なお、「新品」とは、品質及び性能が製造所から出荷された状態であるものを指し、製造者に
よる使用期限等の定めがある場合を除き、製造後一定期間内であることを条件とするものでは
ない。
(2) 使用する機材が、設計図書に定める品質及び性能を有することの証明となる資料（試験成績
書等）を、監督職員に提出する。ただし、設計図書においてJISによると指定された機材でJIS
マーク表示のある機材を使用する場合及びあらかじめ監督職員の承諾を受けた場合は、資料の
提出を省略することができる。
(3) 工事現場でのコンクリートに使用するせき板の材料として合板を使用する場合は、グリーン
購入法の基本方針の判断の基準に従い、「木材・木材製品の合法性、持続可能性の証明のための
ガイドライン」（平成 18 年 2 月 15 日 林野庁）に準拠した内容の板面表示等により合法性を
確認し、監督職員に報告する。
(4) 調合を要する材料は、調合表等を監督職員に提出する。
(5) 機材の色等については、監督職員の指示を受ける。
"
""	""	""	""	""	"(3) 耐熱形分電盤の試験は、(2)の分電盤による。
なお、耐熱性能は、関係法令に適合している旨の試験成績書等を監督職員に提出する。
(4) 消防防災用制御盤の試験は、(2)の制御盤による。
なお、耐熱性能は、関係法令に適合している旨の試験成績書等を監督職員に提出する。
(5) 防火区画等の貫通部に用いる材料は、関係法令に適合している旨の試験成績書等を監督職員
に提出する。
(6) バスダクト及び附属品の試験は、表1.19.5により行い、監督職員に試験成績書を提出し、承
諾を受ける。
表1.19.5 バスダクトの試験
| 試験方法及び種類                          | 試験項目                                      | 試験個数 |
|--------------------------------------------|----------------------------------------------|----------|
| JIS C 8364「バスダクト」による受渡検査     | 配線検査及び電気的動作、絶縁抵抗、商用周波数耐電圧 | 全 数     |

"	0.681462	第2編 電力設備工事 第1章 機材 第19節 機材の試験 1.19.1 試験	92.0	""	" 機器・材料 一般事項 試験を行う工事材料::
受注者は設計図書において試験を行うこととしている機器等について，JIS，JEC，JEM，または設計
図書で指示する方法により，試験を実施し，その結果を監督員に提出しなければならない。なお，JIS
マーク表示品については試験を省略できる。
"	第２章 機器・材料 第１節 一般事項 ２－１－７ 試験を行う工事材料 	" 電力設備工事 機材 機材の試験 試験::
(3) 耐熱形分電盤の試験は、(2)の分電盤による。
なお、耐熱性能は、関係法令に適合している旨の試験成績書等を監督職員に提出する。
(4) 消防防災用制御盤の試験は、(2)の制御盤による。
なお、耐熱性能は、関係法令に適合している旨の試験成績書等を監督職員に提出する。
(5) 防火区画等の貫通部に用いる材料は、関係法令に適合している旨の試験成績書等を監督職員
に提出する。
(6) バスダクト及び附属品の試験は、表1.19.5により行い、監督職員に試験成績書を提出し、承
諾を受ける。
表1.19.5 バスダクトの試験
| 試験方法及び種類                          | 試験項目                                      | 試験個数 |
|--------------------------------------------|----------------------------------------------|----------|
| JIS C 8364「バスダクト」による受渡検査     | 配線検査及び電気的動作、絶縁抵抗、商用周波数耐電圧 | 全 数     |

"
第２章 機器・材料	第１節 一般事項	２－１－８ 材料の保管	""	"受注者は，工事材料を使用するまでにその材質に変質が生じないよう，これを保管しなければならな
い。なお，材質の変質により工事材料の使用が不適当である旨を監督員から指示された場合には，これ
を取替えるとともに，新たに搬入する材料について，再度確認を受けなければならない。
画像にはテーブル表が含まれていません。

"	"搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"	0.507414	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.6 機材の保管	93.0	""	" 機器・材料 一般事項 材料の保管::
受注者は，工事材料を使用するまでにその材質に変質が生じないよう，これを保管しなければならな
い。なお，材質の変質により工事材料の使用が不適当である旨を監督員から指示された場合には，これ
を取替えるとともに，新たに搬入する材料について，再度確認を受けなければならない。
画像にはテーブル表が含まれていません。

"	第２章 機器・材料 第１節 一般事項 ２－１－８ 材料の保管 	" 一般共通事項 一般事項 機器及び材料 機材の保管::
搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"
""	""	""	""	""	"(1) 使用する機材は、設計図書に定める品質及び性能を有する新品とする。ただし、仮設に使用
する機材は、新品に限らない。
なお、「新品」とは、品質及び性能が製造所から出荷された状態であるものを指し、製造者に
よる使用期限等の定めがある場合を除き、製造後一定期間内であることを条件とするものでは
ない。
(2) 使用する機材が、設計図書に定める品質及び性能を有することの証明となる資料（試験成績
書等）を、監督職員に提出する。ただし、設計図書においてJISによると指定された機材でJIS
マーク表示のある機材を使用する場合及びあらかじめ監督職員の承諾を受けた場合は、資料の
提出を省略することができる。
(3) 工事現場でのコンクリートに使用するせき板の材料として合板を使用する場合は、グリーン
購入法の基本方針の判断の基準に従い、「木材・木材製品の合法性、持続可能性の証明のための
ガイドライン」（平成 18 年 2 月 15 日 林野庁）に準拠した内容の板面表示等により合法性を
確認し、監督職員に報告する。
(4) 調合を要する材料は、調合表等を監督職員に提出する。
(5) 機材の色等については、監督職員の指示を受ける。
"	0.730147	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.2 機材の品質等	93.0	""	" 機器・材料 一般事項 材料の保管::
受注者は，工事材料を使用するまでにその材質に変質が生じないよう，これを保管しなければならな
い。なお，材質の変質により工事材料の使用が不適当である旨を監督員から指示された場合には，これ
を取替えるとともに，新たに搬入する材料について，再度確認を受けなければならない。
画像にはテーブル表が含まれていません。

"	第２章 機器・材料 第１節 一般事項 ２－１－８ 材料の保管 	" 一般共通事項 一般事項 機器及び材料 機材の品質等::
(1) 使用する機材は、設計図書に定める品質及び性能を有する新品とする。ただし、仮設に使用
する機材は、新品に限らない。
なお、「新品」とは、品質及び性能が製造所から出荷された状態であるものを指し、製造者に
よる使用期限等の定めがある場合を除き、製造後一定期間内であることを条件とするものでは
ない。
(2) 使用する機材が、設計図書に定める品質及び性能を有することの証明となる資料（試験成績
書等）を、監督職員に提出する。ただし、設計図書においてJISによると指定された機材でJIS
マーク表示のある機材を使用する場合及びあらかじめ監督職員の承諾を受けた場合は、資料の
提出を省略することができる。
(3) 工事現場でのコンクリートに使用するせき板の材料として合板を使用する場合は、グリーン
購入法の基本方針の判断の基準に従い、「木材・木材製品の合法性、持続可能性の証明のための
ガイドライン」（平成 18 年 2 月 15 日 林野庁）に準拠した内容の板面表示等により合法性を
確認し、監督職員に報告する。
(4) 調合を要する材料は、調合表等を監督職員に提出する。
(5) 機材の色等については、監督職員の指示を受ける。
"
""	""	""	""	""	"(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"	0.745781	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.4 機材の検査等	93.0	""	" 機器・材料 一般事項 材料の保管::
受注者は，工事材料を使用するまでにその材質に変質が生じないよう，これを保管しなければならな
い。なお，材質の変質により工事材料の使用が不適当である旨を監督員から指示された場合には，これ
を取替えるとともに，新たに搬入する材料について，再度確認を受けなければならない。
画像にはテーブル表が含まれていません。

"	第２章 機器・材料 第１節 一般事項 ２－１－８ 材料の保管 	" 一般共通事項 一般事項 機器及び材料 機材の検査等::
(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"
第２章 機器・材料	第１節 一般事項	２－１－９ 新品の使用	""	"工事目的物に使用する機器は新品としなければならない。
"	""	0.714967	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 	94.0	""	" 機器・材料 一般事項 新品の使用::
工事目的物に使用する機器は新品としなければならない。
"	第２章 機器・材料 第１節 一般事項 ２－１－９ 新品の使用 	" 一般共通事項 一般事項 機器及び材料::
"
""	""	""	""	""	"搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"	0.716058	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.6 機材の保管	94.0	""	" 機器・材料 一般事項 新品の使用::
工事目的物に使用する機器は新品としなければならない。
"	第２章 機器・材料 第１節 一般事項 ２－１－９ 新品の使用 	" 一般共通事項 一般事項 機器及び材料 機材の保管::
搬入した機材は、工事に使用するまで、破損、変質等がないように保管する。
なお、搬入した機材のうち、破損、変質等により工事に使用することが適当でないと監督職員の
指示を受けたものは、工事現場外に搬出する。
"
""	""	""	""	""	"(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"	0.789902	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.4 機材の検査等	94.0	""	" 機器・材料 一般事項 新品の使用::
工事目的物に使用する機器は新品としなければならない。
"	第２章 機器・材料 第１節 一般事項 ２－１－９ 新品の使用 	" 一般共通事項 一般事項 機器及び材料 機材の検査等::
(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"
第２章 機器・材料	第１節 一般事項	２－１－１０ 製造業者の証明書等	""	"当該工事に使用する機器については，製造業者の規格証明書または試験成績書を提出しなければなら
ない。
"	"(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"	0.668578	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.5 機材の検査に伴う試験	95.0	""	" 機器・材料 一般事項 製造業者の証明書等::
当該工事に使用する機器については，製造業者の規格証明書または試験成績書を提出しなければなら
ない。
"	第２章 機器・材料 第１節 一般事項 ２－１－１０ 製造業者の証明書等 	" 一般共通事項 一般事項 機器及び材料 機材の検査に伴う試験::
(1) 試験は、次の場合に行う。
(ｱ) 設計図書に定められた場合
(ｲ) 試験によらなければ、設計図書に定められた条件に適合することが証明できない場合
(2) 試験方法はJIS、JEC（電気学会電気規格調査会標準規格）、JEM（日本電機工業会規格）等に
定めのある場合は、これによる。
(3) 試験が完了したときは、その試験成績書を監督職員に提出する。
"
""	""	""	""	""	"(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"	0.764317	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.4 機材の検査等	95.0	""	" 機器・材料 一般事項 製造業者の証明書等::
当該工事に使用する機器については，製造業者の規格証明書または試験成績書を提出しなければなら
ない。
"	第２章 機器・材料 第１節 一般事項 ２－１－１０ 製造業者の証明書等 	" 一般共通事項 一般事項 機器及び材料 機材の検査等::
(1) 工事現場に搬入した機材は、種別ごとに監督職員の検査を受ける。ただし、あらかじめ監督
職員の承諾を受けた場合は、この限りでない。
(2) (1)による検査の結果、合格した機材と同じ種別の機材は、以後、抽出検査とすることができ
る。ただし、監督職員の指示を受けた場合は、この限りでない。
(3) (1)による検査の結果、不合格となった機材は、直ちに工事現場外に搬出する。
"
""	""	""	""	""	"(1) 使用する機材は、設計図書に定める品質及び性能を有する新品とする。ただし、仮設に使用
する機材は、新品に限らない。
なお、「新品」とは、品質及び性能が製造所から出荷された状態であるものを指し、製造者に
よる使用期限等の定めがある場合を除き、製造後一定期間内であることを条件とするものでは
ない。
(2) 使用する機材が、設計図書に定める品質及び性能を有することの証明となる資料（試験成績
書等）を、監督職員に提出する。ただし、設計図書においてJISによると指定された機材でJIS
マーク表示のある機材を使用する場合及びあらかじめ監督職員の承諾を受けた場合は、資料の
提出を省略することができる。
(3) 工事現場でのコンクリートに使用するせき板の材料として合板を使用する場合は、グリーン
購入法の基本方針の判断の基準に従い、「木材・木材製品の合法性、持続可能性の証明のための
ガイドライン」（平成 18 年 2 月 15 日 林野庁）に準拠した内容の板面表示等により合法性を
確認し、監督職員に報告する。
(4) 調合を要する材料は、調合表等を監督職員に提出する。
(5) 機材の色等については、監督職員の指示を受ける。
"	0.772016	第1編 一般共通事項 第1章 一般事項 第4節 機器及び材料 1.4.2 機材の品質等	95.0	""	" 機器・材料 一般事項 製造業者の証明書等::
当該工事に使用する機器については，製造業者の規格証明書または試験成績書を提出しなければなら
ない。
"	第２章 機器・材料 第１節 一般事項 ２－１－１０ 製造業者の証明書等 	" 一般共通事項 一般事項 機器及び材料 機材の品質等::
(1) 使用する機材は、設計図書に定める品質及び性能を有する新品とする。ただし、仮設に使用
する機材は、新品に限らない。
なお、「新品」とは、品質及び性能が製造所から出荷された状態であるものを指し、製造者に
よる使用期限等の定めがある場合を除き、製造後一定期間内であることを条件とするものでは
ない。
(2) 使用する機材が、設計図書に定める品質及び性能を有することの証明となる資料（試験成績
書等）を、監督職員に提出する。ただし、設計図書においてJISによると指定された機材でJIS
マーク表示のある機材を使用する場合及びあらかじめ監督職員の承諾を受けた場合は、資料の
提出を省略することができる。
(3) 工事現場でのコンクリートに使用するせき板の材料として合板を使用する場合は、グリーン
購入法の基本方針の判断の基準に従い、「木材・木材製品の合法性、持続可能性の証明のための
ガイドライン」（平成 18 年 2 月 15 日 林野庁）に準拠した内容の板面表示等により合法性を
確認し、監督職員に報告する。
(4) 調合を要する材料は、調合表等を監督職員に提出する。
(5) 機材の色等については、監督職員の指示を受ける。
"
