midashi1	midashi2	midashi3	midashi4	content	資料B_本文	誤差	資料B_項番	index	delete	emb	meta	資料B_本文_emb
第2編 電力設備工事	第1章 機材	第11節 開閉器箱	1.11.3 キャビネット	"(1) 屋内用キャビネットは、1.7.3「キャビネット」(1)(ｱ)から(ｴ)まで、(ｶ)から(ｸ)まで及び(ｻ)
から(ｿ)までによる。
(2) 屋外用キャビネットは、1.7.3「キャビネット」(1)(ｱ)から(ｴ)まで、(ｶ)、(ｷ)及び(ｻ)から(ｿ)
まで並びに(2)による。
(3) 充電部が露出する部分は、感電防止の処置を施す。
(4) 負荷名称等を記載したカードホルダ等を設ける。
"				146.0	""	" 電力設備工事 機材 開閉器箱 キャビネット::
(1) 屋内用キャビネットは、1.7.3「キャビネット」(1)(ｱ)から(ｴ)まで、(ｶ)から(ｸ)まで及び(ｻ)
から(ｿ)までによる。
(2) 屋外用キャビネットは、1.7.3「キャビネット」(1)(ｱ)から(ｴ)まで、(ｶ)、(ｷ)及び(ｻ)から(ｿ)
まで並びに(2)による。
(3) 充電部が露出する部分は、感電防止の処置を施す。
(4) 負荷名称等を記載したカードホルダ等を設ける。
"	第2編 電力設備工事 第1章 機材 第11節 開閉器箱 1.11.3 キャビネット	
第2編 電力設備工事	第1章 機材	第11節 開閉器箱	1.11.4 導電部	"導電部は、1.7.4「導電部」による。ただし、導体は、絶縁電線とすることができる。
"				147.0	""	" 電力設備工事 機材 開閉器箱 導電部::
導電部は、1.7.4「導電部」による。ただし、導体は、絶縁電線とすることができる。
"	第2編 電力設備工事 第1章 機材 第11節 開閉器箱 1.11.4 導電部	
第2編 電力設備工事	第1章 機材	第11節 開閉器箱	1.11.5 器具類	"(1) 器具類は、1.7.6「器具類」（(1)(ｱ)及び(2)(ｱ)を除く。）による。
(2) 配線用遮断器（引外し装置なし）は、JIS C 8201-3「低圧開閉装置及び制御装置-第3部：開
閉器，断路器，断路用開閉器及びヒューズ組みユニット」による。
"				148.0	""	" 電力設備工事 機材 開閉器箱 器具類::
(1) 器具類は、1.7.6「器具類」（(1)(ｱ)及び(2)(ｱ)を除く。）による。
(2) 配線用遮断器（引外し装置なし）は、JIS C 8201-3「低圧開閉装置及び制御装置-第3部：開
閉器，断路器，断路用開閉器及びヒューズ組みユニット」による。
"	第2編 電力設備工事 第1章 機材 第11節 開閉器箱 1.11.5 器具類	
第2編 電力設備工事	第1章 機材	第11節 開閉器箱	1.11.6 予備品等	"予備品等は、1.7.7「予備品等」による。
"				149.0	""	" 電力設備工事 機材 開閉器箱 予備品等::
予備品等は、1.7.7「予備品等」による。
"	第2編 電力設備工事 第1章 機材 第11節 開閉器箱 1.11.6 予備品等	
第2編 電力設備工事	第1章 機材	第11節 開閉器箱	1.11.7 表示	"表示は、1.7.8「表示」による。
"				150.0	""	" 電力設備工事 機材 開閉器箱 表示::
表示は、1.7.8「表示」による。
"	第2編 電力設備工事 第1章 機材 第11節 開閉器箱 1.11.7 表示	
第2編 電力設備工事	第1章 機材	第12節 制御盤	""	""				151.0	""	" 電力設備工事 機材 制御盤::
"	第2編 電力設備工事 第1章 機材 第12節 制御盤 	
第2編 電力設備工事	第1章 機材	第12節 制御盤	1.12.1 一般事項	"(1) 本節によるほか、JSIA 113「キャビネット形動力制御盤」による。
(2) 形式等は、標準図第2編「電力設備工事」による。
"				152.0	""	" 電力設備工事 機材 制御盤 一般事項::
(1) 本節によるほか、JSIA 113「キャビネット形動力制御盤」による。
(2) 形式等は、標準図第2編「電力設備工事」による。
"	第2編 電力設備工事 第1章 機材 第12節 制御盤 1.12.1 一般事項	
第2編 電力設備工事	第1章 機材	第12節 制御盤	1.12.2 構造一般	"(1) 制御盤の保護構造は、JIS C 0920「電気機械器具の外郭による保護等級（IP コード）」によ
るほか、次による。
(ｱ) 屋内形は、IP2XCとする。
(ｲ) 屋外形は、IP24Cとし、内部に雨雪が浸入しにくく、これを蓄積しない構造とする。
(2) 充電部と非充電金属体との間及び異極充電部間の絶縁距離は、表 1.12.1 に示す値以上とす
る。ただし、絶縁電線と同等以上の性能を有する絶縁処理を施した場合は、この限りでない。
表1.12.1 絶縁距離
| 線間電圧[V] | 最小空間距離[mm] | 最小沿面距離[mm] |
|-------------|------------------|------------------|
| 250以下     | 10               | 10               |
| 250超過     | 10*              | 20               |

注: * 短絡電流を遮断したときに排出されるイオン化したガスの影響を受けるおそれのある表面接続型遮断器の一次側の導体は、絶縁処理を施す。
(3) 器具類における絶縁距離、制御回路等の絶縁距離は、JIS C 8201-1「低圧開閉装置及び制御
装置-第1部：通則」附属書 JA（規定）「定格絶縁電圧が300V以下及び定格電流が100A以下の
装置で定格インパルス耐電圧を表示しない装置の絶縁距離」による。
(4) 盤面及び盤内の装置は、器具類及び配線を単位装置ごとにまとめたものを集合的に組込むことができる。
"				153.0	del	" 電力設備工事 機材 制御盤 構造一般::
(1) 制御盤の保護構造は、JIS C 0920「電気機械器具の外郭による保護等級（IP コード）」によ
るほか、次による。
(ｱ) 屋内形は、IP2XCとする。
(ｲ) 屋外形は、IP24Cとし、内部に雨雪が浸入しにくく、これを蓄積しない構造とする。
(2) 充電部と非充電金属体との間及び異極充電部間の絶縁距離は、表 1.12.1 に示す値以上とす
る。ただし、絶縁電線と同等以上の性能を有する絶縁処理を施した場合は、この限りでない。
表1.12.1 絶縁距離
| 線間電圧[V] | 最小空間距離[mm] | 最小沿面距離[mm] |
|-------------|------------------|------------------|
| 250以下     | 10               | 10               |
| 250超過     | 10*              | 20               |

注: * 短絡電流を遮断したときに排出されるイオン化したガスの影響を受けるおそれのある表面接続型遮断器の一次側の導体は、絶縁処理を施す。
(3) 器具類における絶縁距離、制御回路等の絶縁距離は、JIS C 8201-1「低圧開閉装置及び制御
装置-第1部：通則」附属書 JA（規定）「定格絶縁電圧が300V以下及び定格電流が100A以下の
装置で定格インパルス耐電圧を表示しない装置の絶縁距離」による。
(4) 盤面及び盤内の装置は、器具類及び配線を単位装置ごとにまとめたものを集合的に組込むことができる。
"	第2編 電力設備工事 第1章 機材 第12節 制御盤 1.12.2 構造一般	
第2編 電力設備工事	第1章 機材	第12節 制御盤	1.12.2 構造一般	"(1) 制御盤の保護構造は、JIS C 0920「電気機械器具の外郭による保護等級（IP コード）」によ
るほか、次による。
(ｱ) 屋内形は、IP2XCとする。
(ｲ) 屋外形は、IP24Cとし、内部に雨雪が浸入しにくく、これを蓄積しない構造とする。
(2) 充電部と非充電金属体との間及び異極充電部間の絶縁距離は、表 1.12.1 に示す値以上とす
る。ただし、絶縁電線と同等以上の性能を有する絶縁処理を施した場合は、この限りでない。
表1.12.1 絶縁距離
| 線間電圧[V] | 最小空間距離[mm] | 最小沿面距離[mm] |
|-------------|------------------|------------------|
| 250以下     | 10               | 10               |
| 250超過     | 10*              | 20               |

注: * 短絡電流を遮断したときに排出されるイオン化したガスの影響を受けるおそれのある表面接続型遮断器の一次側の導体は、絶縁処理を施す。
(3) 器具類における絶縁距離、制御回路等の絶縁距離は、JIS C 8201-1「低圧開閉装置及び制御
装置-第1部：通則」附属書 JA（規定）「定格絶縁電圧が300V以下及び定格電流が100A以下の
装置で定格インパルス耐電圧を表示しない装置の絶縁距離」による。
"				153.01	""	" 電力設備工事 機材 制御盤 構造一般::
(1) 制御盤の保護構造は、JIS C 0920「電気機械器具の外郭による保護等級（IP コード）」によ
るほか、次による。
(ｱ) 屋内形は、IP2XCとする。
(ｲ) 屋外形は、IP24Cとし、内部に雨雪が浸入しにくく、これを蓄積しない構造とする。
(2) 充電部と非充電金属体との間及び異極充電部間の絶縁距離は、表 1.12.1 に示す値以上とす
る。ただし、絶縁電線と同等以上の性能を有する絶縁処理を施した場合は、この限りでない。
表1.12.1 絶縁距離
| 線間電圧[V] | 最小空間距離[mm] | 最小沿面距離[mm] |
|-------------|------------------|------------------|
| 250以下     | 10               | 10               |
| 250超過     | 10*              | 20               |

注: * 短絡電流を遮断したときに排出されるイオン化したガスの影響を受けるおそれのある表面接続型遮断器の一次側の導体は、絶縁処理を施す。
(3) 器具類における絶縁距離、制御回路等の絶縁距離は、JIS C 8201-1「低圧開閉装置及び制御
装置-第1部：通則」附属書 JA（規定）「定格絶縁電圧が300V以下及び定格電流が100A以下の
装置で定格インパルス耐電圧を表示しない装置の絶縁距離」による。
"	第2編 電力設備工事 第1章 機材 第12節 制御盤 1.12.2 構造一般	
第2編 電力設備工事	第1章 機材	第12節 制御盤	1.12.2 構造一般	"(4) 盤面及び盤内の装置は、器具類及び配線を単位装置ごとにまとめたものを集合的に組込むことができる。
"				153.02	""	" 電力設備工事 機材 制御盤 構造一般::
(4) 盤面及び盤内の装置は、器具類及び配線を単位装置ごとにまとめたものを集合的に組込むことができる。
"	第2編 電力設備工事 第1章 機材 第12節 制御盤 1.12.2 構造一般	
第2編 電力設備工事	第1章 機材	第12節 制御盤	1.12.3 キャビネット	"(1) 屋内用キャビネットは、次によるほか、1.7.3「キャビネット」(1)(ｴ)、(ｷ)、(ｻ)、(ｽ)及び(ｾ)による。
(ｱ) キャビネットを構成する各部は、標準厚さ1.6mm以上の鋼板又は標準厚さ1.2mm以上のステンレス鋼板とする。ただし、ドアに操作用器具を取付ける場合は、必要に応じて、補強を施す。
なお、ステンレス鋼板とする場合は、特記による。
(ｲ) 盤内主要器具は、次の取付け板、取付け枠等に取付ける。
(a) 取付け板は、標準厚さ1.6mm以上の鋼板とする。
(b) 取付け枠は、標準厚さ1.6mm以上の軽量形鋼又は標準厚さ3mm以上の平形鋼若しくは山形鋼とする。
(ｳ) ドアの端部は、Ｌ又はコ字形の折曲げ加工を施す。
(ｴ) 自立形の場合は、底板がない構造とすることができる。
(ｵ) ドアは、幅が800mmを超える場合は、両開きとする。
(ｶ) 両開きのドアは、向かって右から先に開く構造とする。
(ｷ) 自立形の場合は、ドアにハンドルと連動する上下の押え金具を設ける。
なお、両開きの場合は、左右それぞれに設ける。
(ｸ) ドア裏面に、単線接続図、展開接続図等を収容する図面ホルダを設ける。
(ｹ) 負荷名称及び電動機出力を記載した負荷名称板を、電流計の付近に設ける。
なお、電動機出力は、別銘板とすることができる。
(ｺ) 必要に応じて、盤内機器等の温度が最高許容温度を超えないように、小動物等が侵入し難い構造の通気口又は換気装置を設ける。
(ｻ) キャビネットには、標準図第2編「電力設備工事」の接地端子座による接地端子を設ける。
(2) 屋外用キャビネットは、次によるほか、(1)（(ｴ)を除く。）による。
(ｱ) パッキン、絶縁材料等は、吸湿性が少なく、かつ、劣化しにくいものを使用する。
(ｲ) ドアは、ちょう番が表面から見える構造とすることができる。
(ｳ) ドアは、ハンドルが表面より突出る構造とすることができる。
(ｴ) 自立形の場合は、開いたドアを固定できる構造とする。
(ｵ) 表面処理鋼板を用いる場合は、加工後に表面処理に応じた防錆補修を施す。
"				154.0	del	" 電力設備工事 機材 制御盤 キャビネット::
(1) 屋内用キャビネットは、次によるほか、1.7.3「キャビネット」(1)(ｴ)、(ｷ)、(ｻ)、(ｽ)及び(ｾ)による。
(ｱ) キャビネットを構成する各部は、標準厚さ1.6mm以上の鋼板又は標準厚さ1.2mm以上のステンレス鋼板とする。ただし、ドアに操作用器具を取付ける場合は、必要に応じて、補強を施す。
なお、ステンレス鋼板とする場合は、特記による。
(ｲ) 盤内主要器具は、次の取付け板、取付け枠等に取付ける。
(a) 取付け板は、標準厚さ1.6mm以上の鋼板とする。
(b) 取付け枠は、標準厚さ1.6mm以上の軽量形鋼又は標準厚さ3mm以上の平形鋼若しくは山形鋼とする。
(ｳ) ドアの端部は、Ｌ又はコ字形の折曲げ加工を施す。
(ｴ) 自立形の場合は、底板がない構造とすることができる。
(ｵ) ドアは、幅が800mmを超える場合は、両開きとする。
(ｶ) 両開きのドアは、向かって右から先に開く構造とする。
(ｷ) 自立形の場合は、ドアにハンドルと連動する上下の押え金具を設ける。
なお、両開きの場合は、左右それぞれに設ける。
(ｸ) ドア裏面に、単線接続図、展開接続図等を収容する図面ホルダを設ける。
(ｹ) 負荷名称及び電動機出力を記載した負荷名称板を、電流計の付近に設ける。
なお、電動機出力は、別銘板とすることができる。
(ｺ) 必要に応じて、盤内機器等の温度が最高許容温度を超えないように、小動物等が侵入し難い構造の通気口又は換気装置を設ける。
(ｻ) キャビネットには、標準図第2編「電力設備工事」の接地端子座による接地端子を設ける。
(2) 屋外用キャビネットは、次によるほか、(1)（(ｴ)を除く。）による。
(ｱ) パッキン、絶縁材料等は、吸湿性が少なく、かつ、劣化しにくいものを使用する。
(ｲ) ドアは、ちょう番が表面から見える構造とすることができる。
(ｳ) ドアは、ハンドルが表面より突出る構造とすることができる。
(ｴ) 自立形の場合は、開いたドアを固定できる構造とする。
(ｵ) 表面処理鋼板を用いる場合は、加工後に表面処理に応じた防錆補修を施す。
"	第2編 電力設備工事 第1章 機材 第12節 制御盤 1.12.3 キャビネット	
第2編 電力設備工事	第1章 機材	第12節 制御盤	1.12.3 キャビネット	"(1) 屋内用キャビネットは、次によるほか、1.7.3「キャビネット」(1)(ｴ)、(ｷ)、(ｻ)、(ｽ)及び(ｾ)による。
(ｱ) キャビネットを構成する各部は、標準厚さ1.6mm以上の鋼板又は標準厚さ1.2mm以上のステンレス鋼板とする。ただし、ドアに操作用器具を取付ける場合は、必要に応じて、補強を施す。
なお、ステンレス鋼板とする場合は、特記による。
(ｲ) 盤内主要器具は、次の取付け板、取付け枠等に取付ける。
(a) 取付け板は、標準厚さ1.6mm以上の鋼板とする。
(b) 取付け枠は、標準厚さ1.6mm以上の軽量形鋼又は標準厚さ3mm以上の平形鋼若しくは山形鋼とする。
(ｳ) ドアの端部は、Ｌ又はコ字形の折曲げ加工を施す。
(ｴ) 自立形の場合は、底板がない構造とすることができる。
(ｵ) ドアは、幅が800mmを超える場合は、両開きとする。
(ｶ) 両開きのドアは、向かって右から先に開く構造とする。
(ｷ) 自立形の場合は、ドアにハンドルと連動する上下の押え金具を設ける。
なお、両開きの場合は、左右それぞれに設ける。
(ｸ) ドア裏面に、単線接続図、展開接続図等を収容する図面ホルダを設ける。
"				154.01	""	" 電力設備工事 機材 制御盤 キャビネット::
(1) 屋内用キャビネットは、次によるほか、1.7.3「キャビネット」(1)(ｴ)、(ｷ)、(ｻ)、(ｽ)及び(ｾ)による。
(ｱ) キャビネットを構成する各部は、標準厚さ1.6mm以上の鋼板又は標準厚さ1.2mm以上のステンレス鋼板とする。ただし、ドアに操作用器具を取付ける場合は、必要に応じて、補強を施す。
なお、ステンレス鋼板とする場合は、特記による。
(ｲ) 盤内主要器具は、次の取付け板、取付け枠等に取付ける。
(a) 取付け板は、標準厚さ1.6mm以上の鋼板とする。
(b) 取付け枠は、標準厚さ1.6mm以上の軽量形鋼又は標準厚さ3mm以上の平形鋼若しくは山形鋼とする。
(ｳ) ドアの端部は、Ｌ又はコ字形の折曲げ加工を施す。
(ｴ) 自立形の場合は、底板がない構造とすることができる。
(ｵ) ドアは、幅が800mmを超える場合は、両開きとする。
(ｶ) 両開きのドアは、向かって右から先に開く構造とする。
(ｷ) 自立形の場合は、ドアにハンドルと連動する上下の押え金具を設ける。
なお、両開きの場合は、左右それぞれに設ける。
(ｸ) ドア裏面に、単線接続図、展開接続図等を収容する図面ホルダを設ける。
"	第2編 電力設備工事 第1章 機材 第12節 制御盤 1.12.3 キャビネット	
第2編 電力設備工事	第1章 機材	第12節 制御盤	1.12.3 キャビネット	"(ｹ) 負荷名称及び電動機出力を記載した負荷名称板を、電流計の付近に設ける。
なお、電動機出力は、別銘板とすることができる。
(ｺ) 必要に応じて、盤内機器等の温度が最高許容温度を超えないように、小動物等が侵入し難い構造の通気口又は換気装置を設ける。
(ｻ) キャビネットには、標準図第2編「電力設備工事」の接地端子座による接地端子を設ける。
"				154.02	""	" 電力設備工事 機材 制御盤 キャビネット::
(ｹ) 負荷名称及び電動機出力を記載した負荷名称板を、電流計の付近に設ける。
なお、電動機出力は、別銘板とすることができる。
(ｺ) 必要に応じて、盤内機器等の温度が最高許容温度を超えないように、小動物等が侵入し難い構造の通気口又は換気装置を設ける。
(ｻ) キャビネットには、標準図第2編「電力設備工事」の接地端子座による接地端子を設ける。
"	第2編 電力設備工事 第1章 機材 第12節 制御盤 1.12.3 キャビネット	
第2編 電力設備工事	第1章 機材	第12節 制御盤	1.12.3 キャビネット	"(2) 屋外用キャビネットは、次によるほか、(1)（(ｴ)を除く。）による。
(ｱ) パッキン、絶縁材料等は、吸湿性が少なく、かつ、劣化しにくいものを使用する。
(ｲ) ドアは、ちょう番が表面から見える構造とすることができる。
(ｳ) ドアは、ハンドルが表面より突出る構造とすることができる。
(ｴ) 自立形の場合は、開いたドアを固定できる構造とする。
(ｵ) 表面処理鋼板を用いる場合は、加工後に表面処理に応じた防錆補修を施す。
"				154.03	""	" 電力設備工事 機材 制御盤 キャビネット::
(2) 屋外用キャビネットは、次によるほか、(1)（(ｴ)を除く。）による。
(ｱ) パッキン、絶縁材料等は、吸湿性が少なく、かつ、劣化しにくいものを使用する。
(ｲ) ドアは、ちょう番が表面から見える構造とすることができる。
(ｳ) ドアは、ハンドルが表面より突出る構造とすることができる。
(ｴ) 自立形の場合は、開いたドアを固定できる構造とする。
(ｵ) 表面処理鋼板を用いる場合は、加工後に表面処理に応じた防錆補修を施す。
"	第2編 電力設備工事 第1章 機材 第12節 制御盤 1.12.3 キャビネット	
第2編 電力設備工事	第1章 機材	第12節 制御盤	1.12.4 導電部	"(1) 主回路の導体は、次による。
(ｱ) 母線の定格電流は、主幹器具の定格電流以上とする。
(ｲ) 母線は、銅帯又は絶縁電線とし、銅帯には被覆、塗装、めっき等による酸化防止の処置を施す。
(ｳ) 銅帯の基準電流に対する電流密度は、表1.12.2による。ただし、銅帯各部の温度が、JSIA113「キャビネット形動力制御盤」の温度上昇限度を超えないことが保証される場合は、この限りでない。
表1.12.2 銅帯の電流密度
| 基準定格電流[A] | 電流密度[A/mm2] |
|------------------|------------------|
| 125以下          | 3.0以下          |
| 125を超え250以下 | 2.5以下          |
| 250を超え400以下 | 2.0以下          |
| 400を超え630以下 | 1.7以下          |

備考 (1) 材料の面取り及び成形のため、電流密度は、＋5％の裕度を許容する。
(2) 途中にボルト穴の類があっても、その部分の断面積の減少が 1/2 以下
である場合は、本表を適用することができる。
(ｴ) 絶縁電線は、EM-IE、HIV等とし、基準定格電流に対する太さは、表1.12.3による。

表1.12.3 絶縁電線の最小太さ
| 基準定格電流[A] | 絶縁電線（EM-IE、HIV）の最小太さ[mm2] |
|------------------|--------------------------------------|
| 20以下           | 2以上                                 |
| 20を超え32以下   | 3.5以上                               |
| 32を超え40以下   | 5.5以上                               |
| 40を超え63以下   | 8以上                                 |
| 63を超え75以下   | 14以上                                |
| 75を超え100以下  | 22以上                                |
| 100を超え150以下 | 38以上                                |
| 150を超え225以下 | 60以上                                |
| 225を超え300以下 | 100以上                               |
| 300を超え350以下 | 150以上                               |
| 350を超え400以下 | 150以上又は100×2以上                  |

備考 基準周囲温度が 40℃の場合を示し、周囲温度が高くなる場合及び多条敷設に該
当する場合には、補正を行う。
(ｵ) 導体を並列して使用する場合は、次による。
(a) 表1.12.3に該当する場合に限る。
(b) 3本以上の導体を並列接続としてはならない。
(c) 各導体は、同一太さ、同一長さとする。
(2) 主回路の導体は、表1.12.4により配置する。また、その端部又は一部に色別を施す。ただし、
色別された絶縁電線を用いる場合は、この限りでない。

表1.12.4 導体の配置と色別
| 電気方式   | 左右、上下 | 赤   | 白   | 黒   | 青   | 白   |
|------------|------------|------|------|------|------|------|
| 三相3線式  | 左右の場合 | 第1相 | 接地側 | 非接地 | 第3相 | －   |
|            | 左から     | 第2相 | 第2相 |      |      |      |
| 三相4線式  | 上下の場合 | 第1相 | －    | 第2相 | 第3相 | 中性相 |
|            | 上から     | 接地側 | 非接地 |      |      |      |
| 単相2線式  | 近いほうから | 第1相 | 中性相 | 第2相 | －   | －   |

備考 (1) 左右、遠近の別は、監視・操作面から見た状態とする。
なお、器具・導体等の配置上支障がある場合は、本表によらないことができる。
(2) 分岐回路の色別は、分岐前の色別による。
(3) 発電回路の非接地第2相は、接続される商用回路の第2相の色別とする。
(3) 絶縁電線の被覆の色は、表1.12.5による。ただし、主回路の場合は、表1.12.4によること
ができる。
表1.12.5 電線の被覆の色
| 回路の種別 | 被覆の色       |
|------------|----------------|
| 一般       | 黄             |
| 接地線     | 緑、緑/黄又は緑/色帯 |

備考 (1) 主回路に特殊な電線を用いる場合は、黒色とすることができる。
(2) 制御回路に特殊な電線を用いる場合は、他の色とすることができる。
(3) 接地線は、回路又は器具の接地を目的とする配線をいう。
(4) 導電接続部は、次による。ただし、電磁接触器等のＹ－△切替え回路、太さ5.5mm2以下のコンデンサ回路、制御回路等やむを得ない部分は、圧着端子に電線を2本接続することができる。
(ｱ) 母線等との接続は、端子によるものとし、次による。
(a) 導体との接続は、次のいずれかによる。
① ねじ締め（ばね座金併用）
② 差込み
③ (a)又は(b)と同等以上の機能を保持するもの
(b) 器具の端子が、ねじ式端子、ねじなし端子又はこれに類する構造の場合は、その構造に適した大きさ及び本数の電線を接続する。
(c) 器具の端子が、ターミナルラグの場合は、適合する大きさ及び個数の圧着端子（圧縮端子を含む。）を用いて電線を接続する。
なお、主回路に使用する圧着端子は、JIS C 2805「銅線用圧着端子」による裸圧着端子とする。ただし、これにより難い場合は、盤製造者が保証する裸圧着端子を使用することができる。
(d) 圧着端子には、電線1本のみの接続とする。
(ｲ) 主回路接続部をねじ締めとする場合には、締付けの確認マークを付ける。
(ｳ) 外部配線と接続する端子部（器具端子部を含む。）は、機械的、かつ、電気的に接続できるものとし、次による。
(a) ターミナルラグの場合は、圧着端子を具備する。
(b) 絶縁被覆のないターミナルラグには、肉厚0.5mm以上の絶縁キャップ又は絶縁カバーを附属する。
(ｴ) 主回路配線で電線を接続する端子部にターミナルラグを使用する場合において、その間に絶縁性隔壁のないものは、次のいずれかによる。
(a) ターミナルラグを2本以上のねじで取付ける。
(b) ターミナルラグに振止めを設ける。
(c) ターミナルラグが30度傾いた場合においても、1.12.2「構造一般」(2)の絶縁距離を保つように取付ける。
(d) ターミナルラグには、肉厚0.5mm以上の絶縁キャップを取付け、その絶縁キャップ相互の間隔は、2mm以上とする。
(5) 接続は、緩むおそれのないように、ばね座金等を用い、必要に応じて、二重ナット等で締付ける。
(6) 外部配線と接続する全ての端子又は端子の付近には、端子符号を付ける。
(7) 動力負荷用の接地端子は、負荷ごとに設ける。
"				155.0	del	" 電力設備工事 機材 制御盤 導電部::
(1) 主回路の導体は、次による。
(ｱ) 母線の定格電流は、主幹器具の定格電流以上とする。
(ｲ) 母線は、銅帯又は絶縁電線とし、銅帯には被覆、塗装、めっき等による酸化防止の処置を施す。
(ｳ) 銅帯の基準電流に対する電流密度は、表1.12.2による。ただし、銅帯各部の温度が、JSIA113「キャビネット形動力制御盤」の温度上昇限度を超えないことが保証される場合は、この限りでない。
表1.12.2 銅帯の電流密度
| 基準定格電流[A] | 電流密度[A/mm2] |
|------------------|------------------|
| 125以下          | 3.0以下          |
| 125を超え250以下 | 2.5以下          |
| 250を超え400以下 | 2.0以下          |
| 400を超え630以下 | 1.7以下          |

備考 (1) 材料の面取り及び成形のため、電流密度は、＋5％の裕度を許容する。
(2) 途中にボルト穴の類があっても、その部分の断面積の減少が 1/2 以下
である場合は、本表を適用することができる。
(ｴ) 絶縁電線は、EM-IE、HIV等とし、基準定格電流に対する太さは、表1.12.3による。

表1.12.3 絶縁電線の最小太さ
| 基準定格電流[A] | 絶縁電線（EM-IE、HIV）の最小太さ[mm2] |
|------------------|--------------------------------------|
| 20以下           | 2以上                                 |
| 20を超え32以下   | 3.5以上                               |
| 32を超え40以下   | 5.5以上                               |
| 40を超え63以下   | 8以上                                 |
| 63を超え75以下   | 14以上                                |
| 75を超え100以下  | 22以上                                |
| 100を超え150以下 | 38以上                                |
| 150を超え225以下 | 60以上                                |
| 225を超え300以下 | 100以上                               |
| 300を超え350以下 | 150以上                               |
| 350を超え400以下 | 150以上又は100×2以上                  |

備考 基準周囲温度が 40℃の場合を示し、周囲温度が高くなる場合及び多条敷設に該
当する場合には、補正を行う。
(ｵ) 導体を並列して使用する場合は、次による。
(a) 表1.12.3に該当する場合に限る。
(b) 3本以上の導体を並列接続としてはならない。
(c) 各導体は、同一太さ、同一長さとする。
(2) 主回路の導体は、表1.12.4により配置する。また、その端部又は一部に色別を施す。ただし、
色別された絶縁電線を用いる場合は、この限りでない。

表1.12.4 導体の配置と色別
| 電気方式   | 左右、上下 | 赤   | 白   | 黒   | 青   | 白   |
|------------|------------|------|------|------|------|------|
| 三相3線式  | 左右の場合 | 第1相 | 接地側 | 非接地 | 第3相 | －   |
|            | 左から     | 第2相 | 第2相 |      |      |      |
| 三相4線式  | 上下の場合 | 第1相 | －    | 第2相 | 第3相 | 中性相 |
|            | 上から     | 接地側 | 非接地 |      |      |      |
| 単相2線式  | 近いほうから | 第1相 | 中性相 | 第2相 | －   | －   |

備考 (1) 左右、遠近の別は、監視・操作面から見た状態とする。
なお、器具・導体等の配置上支障がある場合は、本表によらないことができる。
(2) 分岐回路の色別は、分岐前の色別による。
(3) 発電回路の非接地第2相は、接続される商用回路の第2相の色別とする。
(3) 絶縁電線の被覆の色は、表1.12.5による。ただし、主回路の場合は、表1.12.4によること
ができる。
表1.12.5 電線の被覆の色
| 回路の種別 | 被覆の色       |
|------------|----------------|
| 一般       | 黄             |
| 接地線     | 緑、緑/黄又は緑/色帯 |

備考 (1) 主回路に特殊な電線を用いる場合は、黒色とすることができる。
(2) 制御回路に特殊な電線を用いる場合は、他の色とすることができる。
(3) 接地線は、回路又は器具の接地を目的とする配線をいう。
(4) 導電接続部は、次による。ただし、電磁接触器等のＹ－△切替え回路、太さ5.5mm2以下のコンデンサ回路、制御回路等やむを得ない部分は、圧着端子に電線を2本接続することができる。
(ｱ) 母線等との接続は、端子によるものとし、次による。
(a) 導体との接続は、次のいずれかによる。
① ねじ締め（ばね座金併用）
② 差込み
③ (a)又は(b)と同等以上の機能を保持するもの
(b) 器具の端子が、ねじ式端子、ねじなし端子又はこれに類する構造の場合は、その構造に適した大きさ及び本数の電線を接続する。
(c) 器具の端子が、ターミナルラグの場合は、適合する大きさ及び個数の圧着端子（圧縮端子を含む。）を用いて電線を接続する。
なお、主回路に使用する圧着端子は、JIS C 2805「銅線用圧着端子」による裸圧着端子とする。ただし、これにより難い場合は、盤製造者が保証する裸圧着端子を使用することができる。
(d) 圧着端子には、電線1本のみの接続とする。
(ｲ) 主回路接続部をねじ締めとする場合には、締付けの確認マークを付ける。
(ｳ) 外部配線と接続する端子部（器具端子部を含む。）は、機械的、かつ、電気的に接続できるものとし、次による。
(a) ターミナルラグの場合は、圧着端子を具備する。
(b) 絶縁被覆のないターミナルラグには、肉厚0.5mm以上の絶縁キャップ又は絶縁カバーを附属する。
(ｴ) 主回路配線で電線を接続する端子部にターミナルラグを使用する場合において、その間に絶縁性隔壁のないものは、次のいずれかによる。
(a) ターミナルラグを2本以上のねじで取付ける。
(b) ターミナルラグに振止めを設ける。
(c) ターミナルラグが30度傾いた場合においても、1.12.2「構造一般」(2)の絶縁距離を保つように取付ける。
(d) ターミナルラグには、肉厚0.5mm以上の絶縁キャップを取付け、その絶縁キャップ相互の間隔は、2mm以上とする。
(5) 接続は、緩むおそれのないように、ばね座金等を用い、必要に応じて、二重ナット等で締付ける。
(6) 外部配線と接続する全ての端子又は端子の付近には、端子符号を付ける。
(7) 動力負荷用の接地端子は、負荷ごとに設ける。
"	第2編 電力設備工事 第1章 機材 第12節 制御盤 1.12.4 導電部	
